rank,gid,role,priority_score,why
1,100000000331309100,distributor,1.0,Sends to 99 receivers; observed outgoing flow exceeds incoming flow.
2,100000002224132100,distributor,0.999555,Sends to 4 receivers; observed outgoing flow exceeds incoming flow.
3,100000003684369100,distributor,0.99911,Sends to 62 receivers; observed outgoing flow exceeds incoming flow.
4,100000003016635100,distributor,0.998665,Sends to 73 receivers; observed outgoing flow exceeds incoming flow.
5,100000005242320100,distributor,0.998221,Sends to 21 receivers; observed outgoing flow exceeds incoming flow.
6,100000000437046100,distributor,0.997776,Sends to 42 receivers; observed outgoing flow exceeds incoming flow.
7,100000008603629100,distributor,0.997331,Sends to 61 receivers; observed outgoing flow exceeds incoming flow.
8,100000004400305100,distributor,0.996886,Sends to 82 receivers; observed outgoing flow exceeds incoming flow.
9,100000002963189100,distributor,0.996441,Sends to 7 receivers; observed outgoing flow exceeds incoming flow.
10,100000008710791100,distributor,0.995996,Sends to 23 receivers; observed outgoing flow exceeds incoming flow.
11,100000008547948100,distributor,0.995552,Sends to 26 receivers; observed outgoing flow exceeds incoming flow.
12,100000008258083100,consolidator,0.995107,Receives from 2 senders; observed incoming flow exceeds outgoing flow.
13,100000007442518100,distributor,0.994662,Sends to 9 receivers; observed outgoing flow exceeds incoming flow.
14,100000003835149100,peripheral,0.994217,No required role rule matched from the observed graph structure.
15,100000001965374100,distributor,0.993772,Sends to 3 receivers; observed outgoing flow exceeds incoming flow.
16,100000006866783100,distributor,0.993327,Sends to 67 receivers; observed outgoing flow exceeds incoming flow.
17,100000004892144100,consolidator,0.992883,Receives from 2 senders; observed incoming flow exceeds outgoing flow.
18,100000008748914100,distributor,0.992438,Sends to 13 receivers; observed outgoing flow exceeds incoming flow.
19,100000006977207100,distributor,0.991993,Sends to 15 receivers; observed outgoing flow exceeds incoming flow.
20,100000002578405100,distributor,0.991548,Sends to 116 receivers; observed outgoing flow exceeds incoming flow.
21,100000002958343100,peripheral,0.991103,No required role rule matched from the observed graph structure.
22,100000005933757100,distributor,0.990658,Sends to 34 receivers; observed outgoing flow exceeds incoming flow.
23,100000007747786100,distributor,0.990214,Sends to 31 receivers; observed outgoing flow exceeds incoming flow.
24,100000000343175100,distributor,0.989769,Sends to 31 receivers; observed outgoing flow exceeds incoming flow.
25,100000008489922100,distributor,0.989324,Sends to 36 receivers; observed outgoing flow exceeds incoming flow.
26,100000003880331100,distributor,0.988879,Sends to 16 receivers; observed outgoing flow exceeds incoming flow.
27,100000008477350100,distributor,0.988434,Sends to 39 receivers; observed outgoing flow exceeds incoming flow.
28,100000001732159100,consolidator,0.987989,Receives from 2 senders; observed incoming flow exceeds outgoing flow.
29,100000007594394100,peripheral,0.987544,No required role rule matched from the observed graph structure.
30,100000006274203100,consolidator,0.9871,Receives from 2 senders; observed incoming flow exceeds outgoing flow.
31,100000000274067100,distributor,0.986655,Sends to 3 receivers; observed outgoing flow exceeds incoming flow.
32,100000002527114100,coordinator,0.98621,Seed with the highest observed connectivity among seed accounts: 114 counterparties.
