gid,role,role_score,cluster_id,priority_score,evidence
100000000011452100,consolidator,1.0,1,0.622776,Receives from 3 senders; observed incoming flow exceeds outgoing flow.
100000000018102100,peripheral,0.0,1,0.044039,"No outgoing edge, but depth 4 is the graph boundary; terminal status is unknown."
100000000031787100,transit,1.0,1,0.688167,Observed pass-through ratio is 1.00; has incoming and outgoing flow.
100000000041368100,terminal,1.0,1,0.666815,"No observed outgoing edge; receives 160,000 KZT."
100000000076451100,consolidator,1.0,1,0.643238,Receives from 3 senders; observed incoming flow exceeds outgoing flow.
100000000089154100,distributor,1.0,1,0.836299,Sends to 15 receivers; observed outgoing flow exceeds incoming flow.
100000000190228100,peripheral,0.0,1,0.33452,No required role rule matched from the observed graph structure.
100000000201868100,transit,1.0,1,0.816726,Observed pass-through ratio is 1.00; has incoming and outgoing flow.
100000000254336100,consolidator,1.0,1,0.665036,Receives from 2 senders; observed incoming flow exceeds outgoing flow.
100000000267734100,distributor,1.0,1,0.850089,Sends to 7 receivers; observed outgoing flow exceeds incoming flow.
100000000274067100,distributor,1.0,1,0.986655,Sends to 3 receivers; observed outgoing flow exceeds incoming flow.
100000000287768100,terminal,1.0,1,0.34653,"No observed outgoing edge; receives 35,168 KZT."
100000000288317100,consolidator,1.0,1,0.659253,Receives from 2 senders; observed incoming flow exceeds outgoing flow.
100000000291906100,transit,1.0,1,0.914146,Observed pass-through ratio is 1.17; has incoming and outgoing flow.
100000000291908100,peripheral,0.0,1,0.785142,No required role rule matched from the observed graph structure.
100000000297649100,peripheral,0.0,1,0.600534,No required role rule matched from the observed graph structure.
100000000299820100,peripheral,0.0,1,0.065391,"No outgoing edge, but depth 4 is the graph boundary; terminal status is unknown."
100000000307908100,terminal,1.0,2,0.008897,"No observed outgoing edge; receives 5,000 KZT."
100000000331309100,distributor,1.0,1,1.0,Sends to 99 receivers; observed outgoing flow exceeds incoming flow.
100000000332284100,distributor,1.0,1,0.822509,Sends to 3 receivers; observed outgoing flow exceeds incoming flow.
100000000343175100,distributor,1.0,1,0.989769,Sends to 31 receivers; observed outgoing flow exceeds incoming flow.
100000000369781100,peripheral,0.0,1,0.008897,"No outgoing edge, but depth 4 is the graph boundary; terminal status is unknown."
100000000375150100,peripheral,0.0,1,0.776246,"No outgoing edge, but depth 4 is the graph boundary; terminal status is unknown."
100000000404740100,peripheral,0.0,1,0.254893,"No outgoing edge, but depth 4 is the graph boundary; terminal status is unknown."
100000000408846100,terminal,1.0,1,0.375,"No observed outgoing edge; receives 40,500 KZT."
100000000413678100,distributor,1.0,1,0.913256,Sends to 3 receivers; observed outgoing flow exceeds incoming flow.
100000000424935100,peripheral,0.0,1,0.133007,"No outgoing edge, but depth 4 is the graph boundary; terminal status is unknown."
100000000425407100,terminal,1.0,1,0.193505,"No observed outgoing edge; receives 20,000 KZT."
100000000437046100,distributor,1.0,1,0.997776,Sends to 42 receivers; observed outgoing flow exceeds incoming flow.
100000000440392100,terminal,1.0,1,0.592972,"No observed outgoing edge; receives 105,705 KZT."
100000000456947100,terminal,1.0,3,0.000445,No observed outgoing edge; receives 0 KZT.
100000000470237100,peripheral,0.0,1,0.330071,"No outgoing edge, but depth 4 is the graph boundary; terminal status is unknown."
100000000481716100,terminal,1.0,1,0.051157,"No observed outgoing edge; receives 8,000 KZT."
100000000489417100,transit,1.0,1,0.659698,Observed pass-through ratio is 1.09; has incoming and outgoing flow.
100000000490383100,distributor,1.0,1,0.871441,Sends to 8 receivers; observed outgoing flow exceeds incoming flow.
100000000500040100,peripheral,0.0,1,0.193505,"No outgoing edge, but depth 4 is the graph boundary; terminal status is unknown."
100000000507799100,peripheral,0.0,1,0.117883,No required role rule matched from the observed graph structure.
100000000533217100,terminal,1.0,1,0.452402,"No observed outgoing edge; receives 53,587 KZT."
100000000534581100,consolidator,1.0,1,0.56895,Receives from 2 senders; observed incoming flow exceeds outgoing flow.
100000000542087100,peripheral,0.0,1,0.05694,"No outgoing edge, but depth 4 is the graph boundary; terminal status is unknown."
100000000552584100,peripheral,0.0,1,0.979537,No required role rule matched from the observed graph structure.
100000000555721100,consolidator,1.0,1,0.605427,Receives from 2 senders; observed incoming flow exceeds outgoing flow.
100000000557536100,peripheral,0.0,1,0.657918,"No outgoing edge, but depth 4 is the graph boundary; terminal status is unknown."
100000000560751100,terminal,1.0,1,0.254893,"No observed outgoing edge; receives 25,000 KZT."
100000000561160100,peripheral,0.0,1,0.742883,"No outgoing edge, but depth 4 is the graph boundary; terminal status is unknown."
100000000569479100,terminal,1.0,1,0.788701,"No observed outgoing edge; receives 320,000 KZT."
100000000572276100,peripheral,0.0,4,0.412811,No required role rule matched from the observed graph structure.
100000000580561100,distributor,1.0,5,0.953737,Sends to 3 receivers; observed outgoing flow exceeds incoming flow.
100000000581662100,peripheral,0.0,1,0.224199,"No outgoing edge, but depth 4 is the graph boundary; terminal status is unknown."
100000000581682100,peripheral,0.0,1,0.008897,"No outgoing edge, but depth 4 is the graph boundary; terminal status is unknown."
100000000583220100,peripheral,0.0,1,0.903915,No required role rule matched from the observed graph structure.
